T=2339: Bee #15 completed Hive #245 with ['F', 245, 386, 1] --> 98 Points
T=2353: Bee #22 completed Hive #358 with ['F', 358, 49, 1] --> 98 Points
T=2384: Bee #18 completed Hive #309 with ['F', 309, 246, 1] --> 98 Points
T=2384: Bee #6 completed Hive #487 with ['F', 487, 80, 1] --> 98 Points
T=2418: Bee #8 completed Hive #239 with ['F', 239, 343, 1] --> 98 Points
T=2423: Bee #15 completed Hive #240 with ['F', 240, 116, 1] --> 98 Points
T=2448: Bee #4 completed Hive #473 with ['F', 473, 199, 1] --> 98 Points
T=2460: Bee #13 completed Hive #1055 with ['F', 1055, 290, 1] --> 98 Points
T=2487: Bee #20 completed Hive #954 with ['F', 954, 362, 1] --> 98 Points
T=2524: Bee #11 completed Hive #953 with ['F', 953, 129, 1] --> 98 Points
T=2536: Bee #6 completed Hive #1199 with ['F', 1199, 149, 1] --> 98 Points
T=2542: Bee #8 completed Hive #956 with ['F', 956, 123, 1] --> 98 Points
T=2557: Bee #14 completed Hive #635 with ['F', 635, 154, 1] --> 98 Points
T=2603: Bee #24 completed Hive #1176 with ['F', 1176, 398, 1] --> 98 Points
T=2656: Bee #3 completed Hive #979 with ['F', 979, 221, 1] --> 98 Points
T=2680: Bee #24 completed Hive #44 with ['F', 44, 370, 1] --> 98 Points
T=2701: Bee #22 completed Hive #131 with ['F', 131, 328, 1] --> 98 Points
T=2759: Bee #0 completed Hive #676 with ['F', 676, 30, 1] --> 98 Points
T=2776: Bee #15 completed Hive #237 with ['F', 237, 58, 1] --> 98 Points
T=2782: Bee #5 completed Hive #1194 with ['F', 1194, 154, 1] --> 98 Points
T=2785: Bee #22 completed Hive #81 with ['F', 81, 119, 1] --> 98 Points
T=2822: Bee #13 completed Hive #1059 with ['F', 1059, 287, 1] --> 98 Points
T=2884: Bee #21 completed Hive #461 with ['F', 461, 216, 1] --> 98 Points
T=2904: Bee #0 completed Hive #194 with ['F', 194, 372, 1] --> 98 Points
T=2907: Bee #21 completed Hive #529 with ['F', 529, 255, 1] --> 98 Points
T=2912: Bee #15 completed Hive #349 with ['F', 349, 76, 1] --> 98 Points
T=2919: Bee #1 completed Hive #30 with ['F', 30, 67, 1] --> 98 Points
T=2956: Bee #0 completed Hive #154 with ['F', 154, 372, 1] --> 98 Points
T=2959: Bee #7 completed Hive #276 with ['F', 276, 362, 1] --> 98 Points
T=2973: Bee #24 completed Hive #1046 with ['F', 1046, 387, 1] --> 98 Points
T=3002: Bee #10 completed Hive #140 with ['F', 140, 231, 1] --> 98 Points
T=3068: Bee #19 completed Hive #580 with ['F', 580, 286, 1] --> 98 Points
T=3073: Bee #15 completed Hive #400 with ['F', 400, 111, 1] --> 98 Points
T=3080: Bee #23 completed Hive #756 with ['F', 756, 228, 1] --> 98 Points
T=3121: Bee #23 completed Hive #761 with ['F', 761, 391, 1] --> 98 Points
T=3121: Bee #0 completed Hive #1219 with ['F', 1219, 210, 1] --> 98 Points
T=3140: Bee #0 completed Hive #1195 with ['F', 1195, 136, 1] --> 98 Points
T=3165: Bee #17 completed Hive #327 with ['F', 327, 93, 1] --> 98 Points
